Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
queen comforter,3471.6129,3717.0,2906.0667,5955.2667,2691.4839,6551.9667,1672.6786,3057.2258,3304.0333,3628.9333,2186.2308,0,0.0646,3261.8749
fall decor,290260.9677,291797.2857,272991.3,150886.7333,89294.8065,26388.2667,1870.3214,86.1935,15.7333,765.2,9667.8462,0,0.1647,94502.0545
fitbit versa 2 band,89665.2258,69602.9643,59439.0667,65978.2667,66322.7419,55581.0333,2593.7143,1183.9032,2715.5333,5677.9667,11252.8462,0,0.135,35834.4385
womens tank tops,5381.3226,3398.3214,1022.5,694.3,720.2258,1765.3333,1988.3929,2351.9355,4308.7667,8038.1,12197.1538,0,0.079,3488.8627
john wick,706.8065,651.8929,616.7,573.6667,570.5806,808.3333,814.25,858.2903,756.5333,2326.5333,1895.4231,0,0.0656,881.5842
crop tops,1535.6129,1360.1429,723.6333,781.5667,770.3226,852.6667,1012.75,1036.4194,1266.5,2191.1667,2221.1923,0,0.0733,1145.9978
tennis balls,2748.8387,2589.8214,1580.8,1362.3333,1129.6452,1021.1,988.1071,1016.0323,893.7,1329.8,1897.3462,0,0.0691,1379.7937
adidas backpack,14982.6129,16007.75,12491.2667,13419.2333,14345.2581,10283.2333,2146.6429,704.5484,5533.3667,9849.1,9865.4231,0,0.1161,9135.703
water pick,10433.6452,16326.1071,10209.7,5172.9667,3663.1613,2009.8,1367.0714,2012.2258,5715.7,7115.8,8450.9231,0,0.0771,6039.7584
sd card,697.0645,912.2857,676.5667,787.3333,1024.871,485.6333,889.6429,1190.9032,589.3,702.7,737.6154,0,0.0575,724.493
bulletin board borders,29899.6774,30365.9643,22505.1667,26657.9,17902.9355,8177.2333,2746.8214,1134.3548,10094.4,24148.7667,37243.4615,0,0.1079,17573.0568
nail drill,277.8065,437.8571,801.3333,854.3333,873.0323,1113.9667,972.5357,707.2903,549.6333,624.7333,807.0,0,0.0721,668.2935
chromebook,796.6452,1132.4643,894.2667,1709.4667,2033.1613,2064.2667,1018.6071,482.5484,635.4667,885.0,478.7692,0,0.0872,1010.8885
pizza,886.5806,575.8214,1049.8,1291.4333,1369.3548,1252.5667,947.0357,1867.7097,928.0,1194.2667,1915.1923,0,0.0677,1106.4801
eyeliner,1513.2903,1693.4643,1794.4667,1539.8333,1781.5484,1920.9333,1231.6071,1353.7097,1250.4333,1181.0333,1521.7692,0,0.0625,1398.5074
music,787.0645,484.8929,591.5667,687.1667,734.2903,933.0333,880.8571,1212.6452,1276.1333,1710.4,1711.8077,0,0.0772,917.4881
power rangers,1900.1935,1380.8571,1475.3333,1740.0667,1647.129,1371.9,917.8571,1294.9032,1877.0333,2625.6667,1903.5769,0,0.0541,1511.2097
toddler backpack,11248.8387,9073.1786,6459.2667,6771.2,6296.0323,4680.5667,1951.0357,1109.0968,4922.2,6868.3333,6491.5769,0,0.0757,5489.2771
coffee pods,1071.7097,820.25,962.5,794.9667,1265.9355,2591.7,1021.4286,1065.9032,547.7,609.0333,750.4231,0,0.0507,958.4625
baby swing,1199.871,700.6429,631.3667,814.9667,1135.7419,1436.8,908.6786,1039.8065,902.6667,889.2333,1123.3077,0,0.0578,898.5902
cat water fountain,1720.7097,1584.2143,1515.7667,1417.9333,1286.4516,979.1,977.9643,980.9355,899.4,1142.6667,1221.7308,0,0.0624,1143.9061
travel size toiletries,12055.8387,7039.4643,2238.0,1819.9667,1590.1613,1556.9,1150.4286,1700.0,1816.3333,2214.5667,2765.6154,0,0.0691,2995.6063
nail clippers,1263.1935,1143.2143,1132.7,1043.5,1061.7419,1096.4333,1017.6071,911.9355,1024.2333,1390.5,1714.3846,0,0.0494,1066.6203
adam sandler,1403.3548,1249.2857,1262.5,1284.5333,1044.3548,1249.9,713.1071,1030.3548,1168.2333,4168.6667,3764.8077,0,0.0762,1528.2582
file cabinet,1077.1935,1199.2857,1229.4667,1354.6667,1425.9677,1410.9667,1194.5,1275.7742,1646.1333,2099.1333,2678.2692,0,0.0508,1382.6131
wine glasses,941.3871,1013.75,1006.3333,969.9333,1584.9677,2685.2667,1205.3571,1174.3871,1216.5,1037.7667,633.9231,0,0.0493,1122.4643
bike,1503.3548,1449.8214,713.6,581.1667,643.9032,695.1333,1369.25,1678.7097,1187.5667,2941.1,1769.5385,0,0.0616,1211.0954
shower curtain liner,1725.6129,1151.1786,902.2333,1125.5333,1449.1935,3797.8667,1779.4286,943.7419,861.1333,696.6,859.3462,0,0.0546,1274.3224
whey protein,1583.129,1671.6786,1504.4,1090.4333,1160.9677,1101.8667,1130.6071,1142.129,1161.7667,1412.9,1766.8462,0,0.0612,1227.227
games,1131.6452,968.75,1052.2667,1045.9,1228.2258,1158.1,1144.8214,1279.7742,1248.1667,1089.3667,517.4231,0,0.0763,988.7033
thrillers,25767.7097,55127.6786,234781.6,63221.1333,21810.4516,3079.3,879.7857,2209.3548,2734.1,7635.1667,14278.6923,0,0.0727,35960.4144
fish tank,1213.2581,1210.3571,1046.5667,1102.9667,1223.2581,1266.8667,1537.2143,1632.1613,1375.0,2335.8667,1650.6923,0,0.0486,1299.5173
recliner chair,791.5806,8741.6786,1790.4,1002.0333,2570.9355,16617.6333,1015.25,1068.6452,1231.3667,1289.9333,1154.0769,0,0.0769,3106.1278
packing tape,1301.9355,1694.2143,1422.6333,1146.1333,1211.6129,1809.6667,1572.6071,1086.7742,1028.5,1355.7,1968.0769,0,0.0601,1299.8212
oakley sunglasses for men,2339.9677,1947.7143,1198.9333,2567.8667,988.6129,728.9,877.7143,1288.2258,1379.8333,1738.4667,1761.7308,0,0.072,1401.4972
house,1935.871,736.9286,1215.3,1284.8333,919.0,1214.1,968.1071,1449.5806,1182.2,1149.9333,1116.7692,0,0.0508,1097.7186
hawaiian shirts,241539.8387,163373.8571,80910.7333,43439.3667,22850.7097,2097.1333,1104.6071,1526.129,1477.5667,8686.7,56381.8077,0,0.0927,51949.0374
hydro flask,4336.8387,4454.7143,2713.2,2518.8667,2678.9677,1827.7333,958.8571,1011.0,849.0,1480.7,2075.9615,0,0.0855,2075.4866
tires,247.2258,221.6786,351.8333,850.6667,1019.2581,1183.0,756.4286,662.9032,645.1667,797.1333,1453.0385,0,0.0783,682.3611
solar lights,3693.3226,3981.4643,1381.2667,781.7333,600.4839,671.2667,979.2143,1315.7097,1198.7667,1515.8,1435.1154,0,0.0822,1462.8453
vape,1046.7097,877.2857,956.2667,838.4,1041.3548,1200.9333,998.2857,1155.1613,1300.2333,1302.7,1417.7692,0,0.0608,1011.2583
wedding gifts,10250.129,7409.25,2930.5333,1894.9333,1428.3548,1355.8667,1269.5357,1383.6452,1404.5333,1812.0333,3213.5,0,0.0768,2862.6929
fridge organizer,1816.2581,2335.8571,1920.0333,1398.5667,1486.9032,1357.3333,1130.6429,1002.0968,1295.7333,2111.9,3095.3077,0,0.0568,1579.2194
dish soap,1173.2903,1281.3571,1408.1,1419.7667,1302.5806,1422.4667,1298.1786,1093.5161,1026.1667,1115.3,1914.5,0,0.0493,1204.6019
womens sunglasses,4593.2903,2873.6429,741.9,750.2,1418.5484,974.0667,1728.2143,2291.0968,3072.6667,4114.1333,4231.6923,0,0.1032,2232.4543
apple pencil,848.9677,864.7143,970.6667,1262.3333,1269.9032,1129.3667,1204.0,1307.6129,662.7333,942.8,773.9231,0,0.071,936.4184
barbie dolls,1910.871,1740.3929,1631.7333,2930.5333,1858.4194,2825.4667,1563.6429,628.0968,654.4667,485.8333,291.8077,0,0.0991,1376.772
bosch,3712.7097,2103.3214,2669.8333,3190.6667,3575.871,1696.3333,801.8214,1673.8065,2641.3667,4714.5333,4217.8077,0,0.0808,2583.1726
kids water bottle,3774.8065,3315.2857,2094.9667,2463.1,2599.9355,2171.3667,1241.9286,693.3548,2101.2333,3890.7333,3719.3846,0,0.0932,2338.8413
projector screen,1490.1935,2678.3214,2324.3333,2816.2,4199.7419,1260.8,1518.9643,1057.2581,1074.9667,1217.0,1383.9615,0,0.0619,1751.8117
womens shorts for summer,34866.4194,14586.3214,3227.9667,2696.4333,1288.5161,193.1,2665.8214,13631.8387,109459.4333,272730.3333,344913.7692,0,0.1076,66688.3294
storage cubes,1034.3226,1617.6786,1615.6,1859.6,2469.9032,1979.5333,1359.6429,1354.6129,1748.4333,2644.9667,2784.8846,0,0.0682,1705.7648
iphone 8,1022.2581,537.0,626.9667,739.9333,598.9032,1048.5,1019.1429,1240.1613,1223.9333,1517.6,1286.1538,0,0.07,905.046
echo,505.1935,536.1429,675.2333,776.2333,786.1935,657.9667,1044.3571,1091.8387,1230.0,1207.9,2077.2692,0,0.0556,882.3607
cat bed,900.3871,928.8214,1140.3,1187.8333,1072.871,1075.3667,889.6071,873.3871,812.8667,791.6,767.8462,0,0.0614,870.0739
godzilla,772.6452,189.3571,222.4,168.4,176.6774,620.9667,645.2857,815.0323,991.5667,1657.2,1410.5385,0,0.0918,639.1725
knife sharpeners,33158.9677,35513.9643,1933.1667,1180.5333,1370.6129,1367.6667,1048.9643,1148.2258,1079.0333,1151.1,1013.4231,0,0.1218,6663.8048
bath mat,1754.4194,1467.5357,1453.2667,1370.5333,1257.6452,963.5667,1025.0357,777.7742,891.7333,1032.3,1216.8462,0,0.0592,1100.888
desk fan,9773.6129,9344.3571,4767.6667,3568.7333,2809.0645,1941.3,1771.0714,2008.2581,3549.5333,5256.2667,8502.2692,0,0.0986,4441.0111
graphics card,538.5161,408.0,470.6333,310.1667,537.1935,636.5667,1245.75,1780.9677,843.5333,873.0,914.8077,0,0.063,713.2612
backpacks for teen girls,23516.3226,20921.1429,16907.3667,20993.1,24389.2903,11646.3667,3779.0714,2188.4516,29274.0667,58762.2,98295.2308,0,0.0724,25889.3841
love island,25744.8387,17007.4643,18735.8667,20859.9,21592.6774,20375.1333,1701.6071,1855.3226,8466.2333,19961.8333,21508.1538,0,0.1162,14817.4192
brooks shoes women,138170.3871,137064.2857,49558.0667,6624.3,4790.2903,234158.9333,7518.3929,1138.9032,1297.8,1554.1333,1622.9615,0,0.1017,48624.8712
kitchen mat,2118.3871,2612.8214,2810.9333,3161.7,1903.5806,971.4667,790.0714,948.3226,637.0667,1108.1,1383.6154,0,0.0875,1537.1721
curling iron,811.9355,749.4643,738.4667,742.9333,953.1935,2533.0,1881.3929,932.2903,799.4333,751.0667,616.3462,0,0.0597,959.1269
queen bed frame with headboard,2487.6452,7437.3571,4855.0333,8563.8333,9738.7097,2778.8,3514.6786,7287.871,2351.6667,3030.2667,2345.9231,0,0.088,4532.6487
salmon,601.0645,494.3929,805.9667,1075.2667,1170.1613,1187.8,1028.7143,998.8387,962.0,1239.3333,2573.3077,0,0.051,1011.4038
zinc,429.7097,1124.5357,1642.2,1257.9,1507.0,2084.4333,1442.5357,176.9355,227.6333,810.4667,1859.5385,0,0.1049,1046.9074
peanut butter,726.8387,547.0714,849.3333,995.5333,1038.9032,1198.8333,1162.7857,991.7097,1018.7667,1169.2667,1971.0,0,0.05,972.5035
towels,1187.0645,1310.4643,1017.4,975.4333,908.4839,831.9,882.7857,1038.3548,963.2333,986.8333,1128.5,0,0.0559,935.8711
bridesmaid dresses,22326.3871,2451.6071,1949.4333,8590.9333,21230.1613,2108.8667,1493.0714,1804.4516,1820.8667,4093.6,5699.1154,0,0.1077,6130.7078
full bed frame,7126.3226,6414.25,1997.0333,5817.0,4448.8065,5465.7667,1847.1071,1114.0645,2863.8,3646.1,3838.3077,0,0.0898,3714.8799
bras,2035.7419,1936.3571,1450.8667,1821.5333,1922.1613,1536.9333,1152.6429,1930.9032,3206.2,3946.7667,3929.0769,0,0.0759,2072.4319
mini backpack,2532.9032,2925.0714,1860.7,1553.3,1508.6452,2280.6667,1670.8571,1237.871,1847.2333,2365.1667,1825.5385,0,0.0592,1800.6628
figit toys packages,0.0,0.0,0.0,0.0,0.0,0.0,4288.1667,9672.3226,6125.0,6978.1,4816.0,0,0.1217,2656.6324
amazon gift card,3364.0968,2096.5357,2679.3333,2714.7667,1711.2581,1877.4,1576.25,847.3548,182.3333,341.5667,222.0,0,0.105,1467.7413
security cameras indoor/outdoor wireless,65968.0323,77513.3929,38756.1667,11664.9,3989.7742,2802.4333,8870.5,105862.6774,62571.9,54188.1333,78475.0769,0,0.1085,42555.2489
under armour backpack,27215.7097,21765.1429,17780.6,20876.9,20965.5806,14142.0667,2760.5,1492.1935,12444.9667,15815.6667,15423.8462,0,0.0935,14223.5978
tattoo kit,1027.4839,1156.2857,1032.6,1060.5333,1059.0645,1089.9,971.2857,1457.129,1445.2333,1838.0333,1593.1154,0,0.0556,1144.222
furniture,1251.2258,1218.9286,807.5333,916.6,1426.6774,1052.8,1134.9643,1427.7097,1628.0667,1817.5,1996.4231,0,0.0627,1223.2024
football cleats,14539.1613,8609.3214,4475.3,6889.6667,8745.7419,3352.7667,1778.6429,738.5161,1588.8,4920.3333,7173.7692,0,0.0764,5234.335
photo albums,22661.9355,23736.5714,23762.4667,28108.0,26010.9032,24486.3667,5456.75,21151.8387,27275.7667,25853.2333,23556.9231,0,0.0905,21005.0629
scissors,2146.2581,2534.25,2287.6,1838.0333,1975.2258,2713.1667,1361.0357,745.2581,1502.4333,2058.2667,2117.5769,0,0.0742,1773.2587
cleaning supplies,1350.9032,1317.6786,1323.4333,1452.7667,1668.7097,1336.8333,1233.8571,1323.5484,1229.3333,1478.2,2098.5769,0,0.0479,1317.82
discovery plus,1995.2581,4708.6786,4686.9333,3904.1667,959.0,1491.5,934.0357,1219.5161,1346.5333,2767.9667,3940.9615,0,0.1081,2329.5458
romantic comedies,1426.7097,1156.5714,2344.1,1825.4,1241.3871,2019.3667,768.25,988.6452,1160.7,3550.2667,3126.4231,0,0.0732,1633.985
stuffed animals,7649.5806,6267.0,5461.9333,6809.0333,6496.1613,5125.1333,1074.8929,1099.5806,1161.2667,994.6,515.0385,0,0.1364,3554.5184
cocomelon party supplies,21691.3226,15754.8929,12811.0,12630.1,10491.6452,11472.4667,2889.1786,1623.7419,2129.1667,4029.9667,6303.0,0,0.087,8485.5401
ergonomic office chair,829.2903,877.8929,2123.4667,1687.4667,971.5161,5597.6667,1609.5,1174.7419,1520.2667,1813.0333,1915.3462,0,0.0548,1676.6823
ground beef,614.6129,393.0,911.2667,1138.3667,1177.9677,1191.2333,1044.5714,1007.2258,958.9333,1028.5333,2226.2692,0,0.0523,974.3317
dehumidifier,1702.0,1744.6786,1405.8333,1297.8667,1089.9355,371.5333,1209.7857,1529.871,1923.4667,2828.3,4247.6154,0,0.0613,1612.5738
platform boots,2929.2258,4005.6071,3200.2,2289.6,2049.7742,2326.4667,1302.1786,1019.4516,843.7,730.5333,976.8846,0,0.0806,1806.1352
gum,1428.8387,1305.3214,1358.7333,1334.5,1265.5484,1492.3333,1350.1071,1622.9032,996.4,1632.3667,2164.1154,0,0.0497,1329.264
boho clothing for women,3779.6129,2912.8929,1495.0,1529.6,1983.0968,1688.7667,1096.1429,1411.3871,3329.7,17307.9333,25202.2692,0,0.0873,5144.7002
sectional couches for living room,27828.7097,47064.7857,32635.4,7733.8333,1848.3548,1191.2667,3062.4286,21649.9677,11814.1,11250.1333,11422.6538,0,0.0891,14791.8028
wax warmer,896.1613,1012.1786,919.1667,1083.6,1396.6774,1468.9333,1096.5,1120.4194,1045.3,986.8667,1021.0385,0,0.0551,1003.9035
rc cars,1321.7097,1580.25,1285.5667,1367.5333,2051.8387,1373.9667,951.0,1050.2903,1207.4667,1249.5333,908.4615,0,0.0507,1195.6347
bluey,3556.0645,2201.0714,1601.9333,2082.0,2161.2258,1762.3333,1217.7143,960.3871,732.9,532.0667,495.8462,0,0.0704,1441.9619
workout equipment,252.129,1466.1071,693.8,712.4667,1396.8065,1939.1333,1262.4643,2259.9032,4137.3,4830.3333,2960.4231,0,0.0886,1825.9055
room decorations,4962.4516,7006.8929,6305.0667,7832.2667,7365.8065,9582.0,1990.0,7394.3226,8858.3333,11642.1333,7018.9231,0,0.0676,6663.1831
scale,992.5806,1091.5714,1042.2667,1122.4333,1361.6129,1277.4333,1140.8929,1105.2581,1254.4667,1780.5,2201.8077,0,0.0501,1197.5686
cordless vacuum cleaner,10135.1935,7191.4643,5606.4333,14450.2333,6654.4194,936.5333,1049.75,1097.6129,1221.6667,1301.2333,1098.6538,0,0.0926,4228.5995
microphone,309.0968,328.4286,359.8,386.8667,413.2258,553.1667,888.9286,599.129,524.1333,562.5,482.3077,0,0.0522,450.6319
passport holder,5730.4194,4971.8929,2812.2667,1840.1333,1445.4516,1278.3667,1193.5357,4445.4516,2234.4,2399.0333,2037.8846,0,0.0805,2532.403
magnesium threonate,61694.7097,57951.9643,49918.9667,57712.6667,54938.2581,63185.5,16856.3571,11132.6129,14171.9667,18265.0333,25770.7308,0,0.1269,35966.5639
pocket knife,368.1935,365.3571,319.1333,249.3,376.6452,760.0667,731.1071,399.2903,397.7,390.4667,318.3846,0,0.063,389.637
lighter,703.7097,714.75,905.5667,871.5333,985.6129,1206.5667,978.9286,915.0,773.1,786.9333,960.2308,0,0.0539,816.8277
birthday gifts for men,1911.0,1739.9643,1822.8,1750.6,1710.0323,2063.5333,1283.0714,1371.2581,1502.2667,2186.9667,4021.6154,0,0.0461,1780.259
sp,3022.5484,2878.3214,2725.5,4582.8667,4797.4839,4302.8,2680.1786,2955.8387,2718.4,2618.1,2737.1923,0,0.0613,3001.6025
blink home security,10635.8387,8300.75,3139.1,1371.2333,1214.9032,874.4,2179.8929,2393.9677,1526.4333,1559.2,1461.2692,0,0.0835,2888.0824
birthday decorations,1220.0,1432.8929,1207.2667,1250.0,1624.129,1849.7667,1470.0714,1543.3871,1413.9,3281.6,2676.4615,0,0.055,1580.7896
beach towels,15119.9032,8870.1786,1776.6333,1907.3333,1040.1935,671.0667,1189.8571,3639.9355,9819.6667,15034.5,14699.5769,0,0.1514,6147.4037
air mattress,1785.1935,1312.9286,694.0667,654.3667,534.9355,725.1,1037.5714,608.3548,818.0333,1041.7,1124.1154,0,0.0574,861.3638
cool stuff,772.4516,918.6071,835.0,881.1667,1326.871,1617.1333,1144.8214,1374.3871,1446.8,1643.1667,1089.0,0,0.0703,1087.4504
table lamp,732.3871,1035.3929,1216.5333,1417.2333,1817.3871,2523.1333,1106.5,803.9032,949.7667,1213.7333,1403.1154,0,0.0541,1184.9238
dog food storage container,1278.5484,1359.8929,1352.0667,1515.0,1447.1613,1197.2667,1013.6071,932.9355,1228.2667,1727.5667,2065.2308,0,0.0537,1259.7952
power strip,358.3871,411.8571,725.5,497.5667,625.4516,1163.5,1159.25,1072.3871,1811.2333,2285.0,2090.0769,0,0.0922,1016.6842
dresses summer,319449.4516,311312.2857,286062.8333,70748.5,71593.5484,83591.4667,3108.0,145743.2581,260754.2,22030.8,163733.0769,0,0.1329,144843.9517
pets,895.3226,799.5,1233.0,1949.0,2036.2581,1733.2333,1134.2143,1290.9677,1639.3667,2106.4,1310.0385,0,0.0757,1343.9418
bachelorette party favors,8811.1613,6215.2857,4411.0667,4196.4667,3912.2581,2756.0667,1543.8571,1967.8387,3666.7667,8046.9333,17193.5385,0,0.0644,5226.77
food storage containers,1184.9355,1536.25,1638.4,1654.3667,1665.6774,1341.2333,1097.8214,1175.871,1181.2333,1474.8,1385.0769,0,0.0672,1277.9721
nail glue,1375.0323,1362.75,1572.7333,1603.9333,1525.3871,1819.0333,1302.5357,1462.5161,1405.3,1771.1333,2326.2308,0,0.0491,1460.5488
phone case,1030.5806,935.5,526.6333,440.4,560.3548,883.2,1135.6429,551.3548,423.7667,508.9667,537.2308,0,0.0707,627.8026
clorox wipes,475.129,906.75,1576.3,2070.6333,2935.8387,3388.4,1492.3929,896.7419,2130.9667,2765.5333,4714.0769,0,0.0747,1946.0636
wireless keyboard,416.7419,791.7857,672.3333,1475.6,1676.3548,1330.0333,1382.0357,909.871,604.7333,696.6333,934.4615,0,0.0767,907.5486
phone stand,783.5161,971.4643,1175.9667,1447.2667,1701.0968,3313.6,1482.9286,1650.3226,1848.1,1954.8333,1883.0769,0,0.0529,1517.681
cooking shows,3965.0968,3228.8214,3332.4,2273.2,1967.0,2081.6333,1372.25,1509.1613,1536.2667,1947.7,1823.1923,0,0.0637,2086.3935
gpu,2146.9355,1345.0714,1053.6667,1454.9333,1596.9032,1014.9,1187.3571,1973.0645,2067.9333,2148.8333,2421.4615,0,0.0716,1534.255
boat accessories,5476.0,3963.0,1836.8,1385.2,1100.0968,724.1333,1189.3929,1988.3226,3445.9667,6412.5667,6180.6538,0,0.1107,2808.5111
dinosaur,1266.4194,904.1071,1334.5333,1451.3667,1175.129,1306.1333,1076.1071,1315.4516,1647.7333,1881.6,1406.6538,0,0.0553,1230.4362
knee braces for knee pain,1700.3548,1425.5357,1125.4667,875.6333,1066.9355,1130.2,1097.7143,1175.3548,964.0667,959.9,1410.1923,0,0.0537,1077.6128
ramen,1040.7097,943.1786,1268.6,1326.9333,1531.8065,1503.1,1212.1786,1132.5806,968.4333,1042.3,1560.5385,0,0.0652,1127.5299
youtube tv,5059.129,4720.9286,3759.3,2731.4,3177.871,1789.0667,1239.0714,2096.9677,1605.5667,2355.4,1154.1923,0,0.0805,2474.0744
curtain rod,204.3226,213.6786,151.3667,168.1333,190.9032,490.8,995.8214,858.7742,1273.0333,1812.4667,1863.8846,0,0.1173,685.2654
sexy dresses,22579.6774,15069.7143,9056.8667,14199.5,14139.3871,13096.7333,5800.8571,9620.871,12373.4333,18212.1667,44828.0,0,0.0557,14914.7672
cat carrier,1792.8065,1638.0357,1364.3667,1480.2667,1437.3226,1365.6667,1213.2143,1522.9677,1465.3667,1811.0333,1780.9615,0,0.0648,1406.0007
kids movies,1051.0645,573.5357,851.9333,666.1333,622.6129,648.6,607.5,857.7742,1123.4333,3003.3,1074.8846,0,0.0529,923.3976
sensory toys,2560.1613,2146.25,1376.8333,1428.4,1386.4516,1467.4333,1372.2143,1266.0,1400.7,1598.1,1165.7692,0,0.0505,1430.6928
sparkling water,1060.7419,887.25,1181.7333,1315.3667,1320.4516,1237.2,1154.4286,967.4516,1011.0667,1454.3667,2347.3846,0,0.046,1161.4535
a,817.871,759.4286,1076.5667,1421.6,1180.4516,1168.4667,872.25,1257.3548,1476.7333,885.8667,2135.6538,0,0.0522,1087.6869
juicer,679.3871,849.3571,869.5667,885.0667,1231.4516,1264.1667,1005.4286,1134.7742,1144.9667,1482.8,1525.8462,0,0.0654,1006.0676
friends,1046.9677,927.5,1043.3667,1016.1,672.129,619.7,931.7143,1353.7419,1221.9667,1645.3667,1197.1923,0,0.0581,972.9788
teen wolf,1687.8065,615.4643,683.4667,964.5667,753.7419,1142.2667,1001.0714,1710.0645,1771.0333,1263.4667,1222.1154,0,0.0788,1067.922
orders placed by me,3096.6129,2081.2857,1684.7667,1202.3,870.3871,753.2667,993.5357,1854.5806,1506.5333,1573.7333,1663.5,0,0.0572,1440.0418
earrings sets for women,179543.1613,164940.6071,163827.9667,183833.9,194344.5806,118284.9,4610.8214,4932.2903,19987.3,48069.6,91199.1923,0,0.1503,97797.86
pull up bar,795.0645,1874.0357,1393.8333,2193.8667,2158.9355,1153.5333,1136.0,1287.8065,1399.4,1755.9333,1632.8077,0,0.0707,1398.4347
charging station,2567.6452,3600.2857,4285.9333,2508.7667,5722.9355,1462.7333,2275.5,3960.3871,2006.2667,1841.5,1588.7692,0,0.065,2651.7269
sex,1157.2581,892.4643,1094.0,962.9667,1046.5161,1028.6333,936.1429,987.2581,1052.9667,1277.5,1524.9231,0,0.0505,996.7191
foam roller,924.8387,1125.3929,1093.5,1063.8333,1275.6774,1191.6667,1183.7143,1077.7419,1072.8333,1398.2667,1592.0,0,0.0532,1083.2888
stroller,2741.8387,2347.5357,1105.7667,1353.9333,1259.1935,1257.4333,1248.3929,1581.0323,1757.2667,2031.8333,2565.5769,0,0.069,1604.1503
sublimation blanks,1710.0968,3428.5,2389.7667,3533.8667,2403.129,1552.2667,1370.9286,1646.1613,1700.0333,1861.7,1661.7308,0,0.0647,1938.1817
car,1734.0968,1422.7857,1516.0333,1466.4,1467.7742,1512.4,1192.1429,1248.1935,1404.0333,1664.7333,1686.0385,0,0.0639,1359.5526
hats for women,2133.7419,3225.3929,2296.1333,1556.1667,2235.7742,6984.4,1272.75,1707.6129,2107.7,2139.8333,1684.5769,0,0.0521,2278.6735
nike socks,1269.5161,1677.5,1049.1,1620.9667,1870.8065,1791.7,1264.7857,559.0323,612.1,688.9333,403.4615,0,0.0981,1067.3252
melatonin gummies,1636.9677,1526.1429,1391.0,1386.5333,1659.4194,2019.8333,1560.3571,1256.6452,1589.4667,2011.1333,2811.4615,0,0.0483,1570.7467
plants,996.5484,954.8571,736.2667,592.7,757.9355,1214.2,1197.2143,2293.7742,1511.4,2071.0,1942.3462,0,0.078,1189.0202
tweezers,1438.0968,1511.25,1276.5667,1279.2333,1385.5484,1443.0333,1252.4286,1272.7097,1202.3,1580.0,1787.1154,0,0.055,1285.6902
resin molds,864.3548,505.9643,746.0333,321.2333,1135.9355,628.6667,1226.7857,1612.0,2114.2333,2675.2333,3048.9231,0,0.089,1239.9469
claw clips,4210.7742,2903.6429,3206.9667,3246.6667,3404.4839,2658.0667,1628.5357,3191.4839,4015.9333,4681.2667,2366.3846,0,0.0647,2959.5171
minecraft toys,2910.0968,2322.0714,2000.9,2355.5,2268.4839,1635.6667,1251.1071,1899.7742,1866.3667,1524.2333,1034.3846,0,0.0619,1755.7154
kids toys,1604.2258,2185.1071,1571.4667,1464.4,1496.7742,1165.0667,1070.1429,1272.6774,1099.5333,491.8333,229.2692,0,0.0751,1137.5414
cheap stuff under 5 dollars,1235.0,1361.0,1802.4333,1600.1667,1751.3548,1541.9333,1174.1071,1519.6452,1739.2,2135.9,1555.0,0,0.0557,1451.3117
bug zapper,17364.7097,16902.3929,5063.8,1646.5,1042.9355,909.1667,847.2143,753.8065,1339.2333,3937.5667,9451.4615,0,0.1196,4938.2323
laundry bag,3138.6129,2559.5357,2248.1,2170.1,1479.4194,831.3,1065.4286,1194.5161,1735.1667,2189.2667,2823.5,0,0.0769,1786.2455
paw patrol toys,1368.0968,1034.7143,885.9333,1316.7,1445.9355,1418.9,1177.0357,705.3548,420.4,393.8667,205.4615,0,0.1139,864.3666
grill,1956.2258,1838.4643,722.5333,579.0333,489.4839,409.7,1087.4286,1542.8065,1787.4667,2565.8667,2570.5385,0,0.1043,1295.7956
sofa bed,1773.4516,1760.3929,1494.4,1485.6,1581.5161,1134.0333,1131.75,1194.4516,1279.5667,1454.8333,1594.9231,0,0.0649,1323.7432
teacher supplies,9673.7742,9638.75,8399.6,7505.0333,6353.5161,7123.6333,1753.6071,3315.6129,6999.1333,10009.6333,7127.6538,0,0.0938,6491.6623
small desk,952.0323,1080.5,1316.6,1421.5,1521.5806,2119.9333,1129.25,902.9032,1466.5,1997.9333,2346.5385,0,0.0659,1354.6059
tv mount,2758.7097,2922.0,2490.7,1922.7667,1712.4516,2648.3667,1417.0,1827.0,2192.0667,2933.6667,2348.6154,0,0.0722,2097.7786
ethernet cable,706.9032,1594.75,1693.1667,3544.6333,4646.6129,4080.4,1146.7857,919.2258,1177.4667,1405.2667,1502.8462,0,0.0873,1868.1714
carpet cleaner,1355.0323,1214.4286,1106.7667,1164.2,1860.1613,2311.2,986.7143,1275.5161,1195.5,1288.3667,1547.9615,0,0.0508,1275.4873
lace front wig,15376.3548,16109.2143,13221.5667,17426.6,18812.3226,13170.0667,2994.1429,3900.0,3747.2667,3965.8333,4893.1538,0,0.1187,9468.0435
netflix,718.3226,631.7143,999.1667,925.8,886.129,909.2333,1259.7143,1977.4194,2014.9667,3767.9,3260.3462,0,0.0803,1445.8927
